state_id,drug,n_samples,spearman_rho,p_value,q_value
A3_L1_13,Lovastatin,134,0.0162,0.8528186393371568,0.9528699880862087
A3_L1_9,17-AAG (Tanespimycin),449,0.0162,0.7314145675602803,0.9065417312129498
A2_L1_3,JQ1,348,0.0162,0.7628707748852142,0.9180274848586629
A2_L1_0,Etomoxir,44,0.0162,0.9166662790763055,0.9749879748730709
A1_L1_7,Crizotinib (PF-2341066),470,0.0163,0.7250579265117231,0.9030036111455221
A3_L1_3,JNK Inhibitor II,82,0.0163,0.8847166163820906,0.9633960430928372
A0_L1_11,ABT-737,236,0.0163,0.8030240070988177,0.9332456318750807
A1_L1_4,BI-2536,110,0.0163,0.8657322614233137,0.9562889623210293
A1_L1_15,BI-2536,110,0.0164,0.8645933190307442,0.9562889623210293
A3_L1_7,Go6976,85,0.0165,0.8808311766181425,0.9624873625365674
A1_L1_7,MLN120B,453,0.0165,0.7265608197287325,0.9035778326686631
A0_L1_2,Entrectinib,215,0.0166,0.8090009642758729,0.9343355494236126
A1_L1_1,Perhexiline maleate,37,0.0166,0.9223338065410865,0.9773472204017042
A1_L1_14,Olaparib,148,0.0167,0.840056536341394,0.9509168273022782
A1_L1_2,Pelitinib (EKB-569),452,0.0167,0.7235913037754299,0.902124690007574
A1_L1_10,PP242,458,0.0167,0.7214998921816071,0.9008407458394454
A2_L1_9,KI20227,405,0.0168,0.7367315526785883,0.9077672299660443
A3_L1_5,NF-kB Activation Inhibitor,441,0.0168,0.7251701580473475,0.9030036111455221
A1_L1_10,PH-797804,45,0.0168,0.9127841650609716,0.9731386838396556
A2_L1_12,TG101348,85,0.0168,0.8785904191581577,0.9613921160441645
A1_L1_16,H-89,413,0.0168,0.7332775716398449,0.9068579797809829
A3_L1_4,OTX-015,292,0.0168,0.775620601173646,0.9223503113560411
A3_L1_5,Dasatinib,493,0.0169,0.7089303830118102,0.8956170317842168
A1_L1_6,Lestaurtinib (CEP-701),84,0.0169,0.878743406713271,0.9613921160441645
A3_L1_3,BEZ235,449,0.0169,0.7216811390340032,0.9008407458394454
A1_L1_5,Roscovitine (CYC-202),462,0.0169,0.7172506627633495,0.8994648278990225
A1_L1_0,Afatinib (BIBW-2992),459,0.0169,0.718592286381641,0.8998078580391399
A0_L1_11,BLZ945,45,0.0169,0.9121027849146788,0.9731386838396556
A1_L1_6,OTX-015,292,0.0169,0.7735184678678151,0.9221912303635292
A3_L1_9,KN93,86,0.017,0.8768058089226526,0.9611379093565146
A1_L1_15,JNJ-28312141,316,0.017,0.7636472455466006,0.9180274848586629
A1_L1_7,YM-155,459,0.0171,0.7141186252122962,0.8971703092839384
A3_L1_10,H-89,413,0.0171,0.7292658471754325,0.9057388326297439
A1_L1_1,SU11274,402,0.0171,0.731926723949939,0.9065417312129498
A3_L1_5,Cytarabine,329,0.0172,0.756025963409053,0.9163951071624886
A3_L1_5,Ruxolitinib (INCB018424),449,0.0172,0.7155689129251477,0.8980824413230598
A3_L1_1,PD173955,453,0.0172,0.7145380788515936,0.8975154150891167
A1_L1_12,PP242,458,0.0172,0.7139130867147259,0.8971703092839384
A3_L1_1,BMS-345541,462,0.0173,0.7109447944604432,0.8967492919471105
A1_L1_0,JNK Inhibitor II,82,0.0173,0.87707993291923,0.9611429349825761
A3_L1_10,GDC-0879,456,0.0174,0.7111529664154008,0.8967492919471105
A0_L1_11,Flavopiridol,451,0.0175,0.7110567365887832,0.8967492919471105
A0_L1_2,Crenolanib,446,0.0175,0.7124070271571519,0.8971703092839384
A2_L1_12,SR9011,266,0.0176,0.7751925219507967,0.9223503113560411
A1_L1_9,Ibrutinib (PCI-32765),438,0.0176,0.7127633519112397,0.8971703092839384
A0_L1_8,GSK-1904529A,452,0.0176,0.7082698188467418,0.8955481277624646
A1_L1_10,SGX-523,453,0.0177,0.7067560467361503,0.8948966878141459
A2_L1_0,PLX-4720,88,0.0178,0.8688932413788204,0.9578837298272913
A0_L1_9,Afatinib (BIBW-2992),459,0.0178,0.7039241999485457,0.8931404183040521
A2_L1_7,MLN120B,453,0.0178,0.7062245441548283,0.8945029977037661
A1_L1_15,Afatinib (BIBW-2992),459,0.0178,0.7030581379557512,0.8931404183040521
A0_L1_6,STO609,415,0.0179,0.7155499699719752,0.8980824413230598
A1_L1_12,NVP-TAE684,451,0.0179,0.703913279814939,0.8931404183040521
A2_L1_3,Ralimetinib (LY2228820),42,0.0179,0.9103776169929516,0.9726840299403958
A1_L1_13,Metformin,43,0.0179,0.9095072297232495,0.9726761793506263
A1_L1_8,Cediranib (AZD2171),454,0.0179,0.7028932160012644,0.8931404183040521
A1_L1_5,Crizotinib (PF-2341066),470,0.0179,0.6991825931801177,0.8904206473097215
A3_L1_7,PRT062607,447,0.018,0.7037346593779912,0.8931404183040521
A1_L1_4,STO609,415,0.0181,0.7136931420133634,0.8971703092839384
A0_L1_4,Vemurafenib (PLX-4032),358,0.0181,0.7332646034016466,0.9068579797809829
A1_L1_13,Alisertib (MLN8237),459,0.0181,0.6995546730718796,0.8904206473097215
A1_L1_12,Lestaurtinib (CEP-701),84,0.0182,0.8695941302103241,0.9581453007471138
A1_L1_14,Canertinib (CI-1033),455,0.0182,0.6982254710121607,0.8900550578869273
A1_L1_10,BMS-345541,462,0.0184,0.6928435686801767,0.8863617973187831
A2_L1_7,Cediranib (AZD2171),454,0.0185,0.6945931323546681,0.8873845910980718
A1_L1_3,Lapatinib,464,0.0185,0.6912415885286868,0.8859006089378597
A0_L1_6,SGX-523,453,0.0185,0.6943764951568655,0.8872906574551868
A0_L1_13,Dasatinib,493,0.0186,0.6808355734192655,0.8855279898114968
A3_L1_3,Bosutinib (SKI-606),456,0.0186,0.6927317849854322,0.8863617973187831
A3_L1_5,CHIR-99021,457,0.0186,0.6914495038330188,0.8859241421295136
A1_L1_0,Pelitinib (EKB-569),452,0.0186,0.6935999735170684,0.8864811040622188
A2_L1_12,Nilotinib,472,0.0187,0.6854941042274965,0.8855279898114968
A2_L1_4,INK-128,458,0.0187,0.6890141698992132,0.8856133393441074
A1_L1_15,MLN120B,453,0.0187,0.6918780144053858,0.8862900184531801
A3_L1_0,Azacytidine,367,0.0187,0.721689674932988,0.9008407458394454
A1_L1_7,AMPK Inhibitor,85,0.0187,0.8648872516385917,0.9562889623210293
A1_L1_1,Selinexor,241,0.0187,0.7731499464698126,0.9221878581959788
A1_L1_2,Flavopiridol,451,0.0188,0.6902205530859475,0.8858139989925222
A0_L1_4,Dovitinib (CHIR-258),455,0.0188,0.6888762122190901,0.8856133393441074
A2_L1_4,TG100-115,451,0.0188,0.6906181730807567,0.8859006089378597
A3_L1_10,NVP-TAE684,451,0.0188,0.6909112249054998,0.8859006089378597
A3_L1_0,BMS-345541,462,0.0189,0.68484144073461,0.8855279898114968
A3_L1_5,H-89,413,0.0189,0.7016025048774732,0.8924775400575162
A2_L1_4,Selinexor,241,0.019,0.7686936581502961,0.9202159732016654
A0_L1_9,INK-128,458,0.0191,0.6829347977182693,0.8855279898114968
A3_L1_1,GSK-1838705A,453,0.0191,0.6850953245652186,0.8855279898114968
A1_L1_3,Baiclein,45,0.0191,0.9010454299075428,0.9703019337893097
A3_L1_5,MLN120B,453,0.0192,0.6834015128543129,0.8855279898114968
A1_L1_3,Tofacitinib (CP-690550),458,0.0193,0.6810159627244257,0.8855279898114968
A2_L1_9,Entrectinib,215,0.0193,0.7781817278074443,0.9230884078996786
A1_L1_5,Idelalisib,444,0.0193,0.6854554275658391,0.8855279898114968
A3_L1_7,Azacytidine,367,0.0193,0.7122042632551123,0.8971703092839384
A1_L1_0,Gefitinib,466,0.0193,0.6772384737254806,0.8839744288627326
A1_L1_14,Lenvatinib,343,0.0194,0.7200243075837622,0.8998489633177436
A3_L1_1,DBZ,366,0.0194,0.7118656949683093,0.8970665261795767
A3_L1_0,CI-1040 (PD184352),461,0.0195,0.6768862361991249,0.8839370185329405
A0_L1_13,MLN120B,453,0.0196,0.6769976514609682,0.8839370185329405
A0_L1_6,Dasatinib,493,0.0196,0.6645690795775019,0.8758539018354773
A2_L1_12,PHT-427,448,0.0196,0.6784815034830263,0.8848942324945651
A3_L1_10,GDC-0941,424,0.0197,0.6856098792184502,0.8855279898114968
A1_L1_8,Selinexor,241,0.0198,0.7596629119036554,0.9174748988244767
A1_L1_1,Panobinostat,286,0.0199,0.7370017314861517,0.9077672299660443
A1_L1_5,MLN8054,452,0.0199,0.6725161448996558,0.8798480899721177
A1_L1_9,ABT-737,236,0.02,0.7603804510052983,0.9177713457596108
A3_L1_9,Metformin,43,0.02,0.8988272436591793,0.970013735541673
A1_L1_3,Foretinib (XL880),453,0.02,0.6717881811914388,0.8798480899721177
A1_L1_2,XAV-939,270,0.02,0.7440369025915763,0.9114856344729841
A1_L1_1,AGI-6780,297,0.0201,0.7296213520489924,0.9058174574897382
A1_L1_13,Pelitinib (EKB-569),452,0.0201,0.6705792160015014,0.8793149892318455
A3_L1_0,XMD 8-87,45,0.0201,0.8957694630799249,0.969111761131168
A1_L1_7,Olaparib,148,0.0202,0.8078162102721034,0.9343355494236126
A1_L1_13,JAK Inhibitor I,448,0.0202,0.6693768860492204,0.8790181761390985
A3_L1_0,Erlotinib,485,0.0202,0.6567019050146279,0.8740408869067168
A1_L1_13,Foretinib (XL880),453,0.0203,0.6671946454919022,0.877143087796818
A1_L1_2,Bosutinib (SKI-606),456,0.0203,0.6659564973689438,0.8766306334792892
A1_L1_1,MLN8054,452,0.0203,0.6661624872780428,0.8767156487208375
A2_L1_7,Alisertib (MLN8237),459,0.0204,0.6635855277282795,0.8756149982219336
A1_L1_3,Vatalanib (PTK787),452,0.0204,0.6651160371341972,0.8758962256227745
A3_L1_0,KN93,86,0.0205,0.8510429326496396,0.9522588309741501
A3_L1_10,Nutlin 3a,323,0.0205,0.7129618193789615,0.8971703092839384
A3_L1_7,Doramapimod (BIRB 796),454,0.0205,0.6629912988157434,0.8756149982219336
A3_L1_3,MLN120B,453,0.0205,0.6634858586166719,0.8756149982219336
A1_L1_2,Lenvatinib,343,0.0205,0.7045725461169546,0.8931404183040521
A1_L1_3,GSK690693,447,0.0206,0.6638878212520245,0.8756149982219336
A1_L1_12,PI-103,452,0.0206,0.6628331529919871,0.8756149982219336
A2_L1_12,PRT062607,447,0.0206,0.6637970311312469,0.8756149982219336
A1_L1_3,Vismodegib (GDC-0449),457,0.0206,0.660441270524011,0.8747566497006769
A3_L1_4,Nilotinib,472,0.0206,0.6556499607821249,0.8730734013851319
A2_L1_3,Motesanib (AMG-706),450,0.0206,0.6636059621673491,0.8756149982219336
A1_L1_5,Gefitinib,466,0.0206,0.6568064803989209,0.8740408869067168
A3_L1_3,TG101348,85,0.0207,0.8508758581898632,0.9522437402124823
A1_L1_1,SGX-523,453,0.0207,0.6610389027769785,0.8750907062163986
A2_L1_3,Venetoclax,367,0.0207,0.6926639268858072,0.8863617973187831
A1_L1_2,GSK-1904529A,452,0.0208,0.6597045625856403,0.8741641746186751
A3_L1_3,AZD1480,456,0.0208,0.6584144792535236,0.8740408869067168
A1_L1_9,Afatinib (BIBW-2992),459,0.0208,0.6573581460474536,0.8740408869067168
A0_L1_2,Vatalanib (PTK787),452,0.0208,0.6591979886966557,0.8741641746186751
A3_L1_13,A-674563,461,0.0209,0.6545762042865704,0.8727682723820939
A1_L1_3,Tozasertib (VX-680),458,0.0209,0.6552079415555083,0.8729681752167108
A3_L1_10,Flavopiridol,451,0.0209,0.6584911262485926,0.8740408869067168
A1_L1_7,Motesanib (AMG-706),450,0.0209,0.6577361715993287,0.8740408869067168
A1_L1_15,STO609,415,0.021,0.6696133622427358,0.8790181761390985
A1_L1_5,DBZ,366,0.021,0.6893594631280868,0.8856133393441074
A2_L1_12,Foretinib (XL880),453,0.021,0.6552215253423566,0.8729681752167108
A3_L1_8,AKT Inhibitor IV,83,0.021,0.8504565243458203,0.9522437402124823
A1_L1_3,KN93,86,0.021,0.8476611561466139,0.9518097005403428
A1_L1_3,Roscovitine (CYC-202),462,0.0211,0.6503475296627357,0.8701240146545017
A1_L1_2,MK-2206,448,0.0211,0.655807936556948,0.8730962436446378
A3_L1_13,TG100-115,451,0.0211,0.6556372356437508,0.8730734013851319
A1_L1_2,Azacytidine,367,0.0211,0.6874585933836526,0.8856133393441074
A0_L1_9,PRT062607,447,0.0212,0.6552893366868664,0.8729681752167108
A3_L1_1,PLX-4720,88,0.0213,0.8439023260265355,0.9517327501249166
A3_L1_13,VX-745,457,0.0214,0.6488526780139217,0.8701240146545017
A1_L1_16,Lapatinib,464,0.0214,0.6449989238133114,0.8691574283074398
A1_L1_2,Alisertib (MLN8237),459,0.0214,0.6469602195057573,0.8698706441724755
A1_L1_13,SB-431542,459,0.0214,0.6468433302382033,0.8698706441724755
A3_L1_3,Linifanib (ABT-869),453,0.0215,0.6488139972139296,0.8701240146545017
A1_L1_6,Volasertib (BI-6727),349,0.0215,0.6889419919462967,0.8856133393441074
A1_basin_edge_0,CYT387,455,0.0215,0.6474323682490303,0.8698706441724755
A1_L1_16,Azacytidine,367,0.0215,0.6815368608218149,0.8855279898114968
A2_L1_4,GDC-0941,424,0.0215,0.659037586999905,0.8741641746186751
A2_L1_4,BI-2536,110,0.0215,0.8236161158590978,0.942665667034596
A1_L1_9,AGI-5198,299,0.0215,0.7110738824565965,0.8967492919471105
A3_L1_9,Lestaurtinib (CEP-701),84,0.0216,0.8455477190467235,0.9517327501249166
A3_L1_9,NVP-ADW742,444,0.0217,0.6478891740134878,0.8698706441724755
A3_L1_3,S31-201,403,0.0218,0.6621962740316598,0.8756149982219336
A3_L1_8,TG100-115,451,0.0218,0.6447865505417539,0.8690601333388858
A1_L1_8,PI-103,452,0.0218,0.6441982117010088,0.8688316155799756
A1_L1_12,KI20227,405,0.0219,0.6600168926496144,0.8743813535101729
A0_L1_13,KN93,86,0.0219,0.8416548503927986,0.9511143042866047
A1_L1_12,Entospletinib (GS-9973),313,0.022,0.6982625486390346,0.8900550578869273
A2_L1_7,Midostaurin,462,0.022,0.6366013763089731,0.863045842380942
A1_L1_10,Rapamycin,466,0.022,0.6364794656481539,0.863045842380942
A0_L1_9,KI20227,405,0.022,0.658365950198065,0.8740408869067168
A2_L1_9,BEZ235,449,0.0221,0.6407164188931096,0.8662105968463323
A0_L1_9,CI-1040 (PD184352),461,0.0221,0.6364596902628974,0.863045842380942
A1_L1_12,BMS-345541,462,0.0221,0.6357602405377465,0.863045842380942
A1_L1_8,KN93,86,0.0221,0.8401719191121584,0.9509168273022782
A1_L1_2,Dasatinib,493,0.0222,0.6225104196737838,0.8568558446321831
A3_L1_3,Ibrutinib (PCI-32765),438,0.0222,0.6437024352562445,0.8683540249322705
A1_L1_3,SGX-523,453,0.0222,0.636703528069315,0.863045842380942
A3_L1_13,PHT-427,448,0.0222,0.6391694963793013,0.8648597200289294
A3_L1_7,STO609,415,0.0222,0.652624451627335,0.8715834014519594
A1_basin_edge_0,Cabozantinib,450,0.0223,0.6363187590595323,0.863045842380942
A1_basin_edge_0,MLN120B,453,0.0223,0.6353725485956876,0.8629375249273303
A1_L1_5,TG101348,85,0.0223,0.8394776180164414,0.9506795138759839
A1_L1_12,Alisertib (MLN8237),459,0.0224,0.6318107584738202,0.859923635252201
A1_L1_6,BLZ945,45,0.0225,0.8832116845170704,0.9630517840319797
A1_L1_7,Bosutinib (SKI-606),456,0.0225,0.6312498327924214,0.859923635252201
A0_L1_13,GDC-0879,456,0.0226,0.6302565330762031,0.8595275734938469
A3_L1_7,DBZ,366,0.0226,0.6671542034474633,0.877143087796818
A3_L1_9,Tofacitinib (CP-690550),458,0.0226,0.6294168514697192,0.8588869303091613
A1_L1_10,Nutlin 3a,323,0.0226,0.6855107605577717,0.8855279898114968
A0_L1_11,SB-202190,85,0.0227,0.8364250667698191,0.9493284012494593
A1_L1_16,KU-55933,453,0.0227,0.6294551543125584,0.8588869303091613
A1_L1_2,GDC-0879,456,0.0227,0.629335638134787,0.8588869303091613
A1_L1_13,Selinexor,241,0.0227,0.7263184620360634,0.9035778326686631
A1_L1_6,PLX-4720,88,0.0228,0.8330183596287999,0.9470755023188374
A1_L1_12,H-89,413,0.0228,0.6434355854806503,0.8682629102504804
A1_L1_3,Afatinib (BIBW-2992),459,0.0228,0.62550846560727,0.8580382645517362
A2_L1_7,SB-203580,85,0.0228,0.8360783380263732,0.9493284012494593
A1_L1_15,Lestaurtinib (CEP-701),84,0.0229,0.8365383482015262,0.9493284012494593
A3_L1_7,BMS-345541,462,0.0229,0.6234844766089626,0.8570757085224284
A1_L1_15,Imatinib,505,0.0229,0.6078633483146443,0.8485202344538253
A0_L1_13,Cabozantinib,450,0.0229,0.6274958053490636,0.8580382645517362
A1_L1_10,Tivozanib (AV-951),448,0.023,0.6272615887489987,0.8580382645517362
A2_L1_7,Entospletinib (GS-9973),313,0.0231,0.6838608180946004,0.8855279898114968
A3_L1_7,Crenolanib,446,0.0231,0.6272289789915422,0.8580382645517362
A1_L1_2,NF-kB Activation Inhibitor,441,0.0232,0.6263862059420193,0.8580382645517362
A1_L1_7,XMD 8-87,45,0.0232,0.8798214940589393,0.9620942714594024
A1_basin_edge_0,Vatalanib (PTK787),452,0.0232,0.6224688711519548,0.8568558446321831
A3_L1_4,AGI-6780,297,0.0232,0.6910264186635195,0.8859006089378597
A1_L1_13,LY294002,86,0.0233,0.8312825736193467,0.9462936556170248
A1_L1_10,Trametinib (GSK1120212),484,0.0233,0.6097370711476517,0.8497122591853093
A1_L1_16,NVP-TAE684,451,0.0234,0.6199905657979472,0.8563553591971524
A3_L1_4,PRT062607,447,0.0234,0.6213178931322493,0.8566213256615276
A2_L1_12,AT7519,446,0.0235,0.6206779950819907,0.8566213256615276
A2_L1_3,Axitinib (AG-013736),476,0.0235,0.6084136316864621,0.8486309373354477
A3_L1_13,JAK Inhibitor I,448,0.0235,0.6201566768062473,0.8563553591971524
A1_L1_16,NVP-ADW742,444,0.0235,0.6216031200243891,0.8566213256615276
A1_L1_4,NVP-ADW742,444,0.0235,0.6215458595374197,0.8566213256615276
A1_L1_14,JAK Inhibitor I,448,0.0235,0.6203206306322216,0.8563767334490702
A0_L1_13,Metformin,43,0.0236,0.8805548885030086,0.9623550694021951
A0_L1_6,GDC-0879,456,0.0236,0.6147589490202068,0.8526631884270788
A3_L1_1,Pelitinib (EKB-569),452,0.0238,0.6142443915905718,0.8526631884270788
A1_L1_12,Gefitinib,466,0.0238,0.6083329939119556,0.8486309373354477
A1_L1_5,SGX-523,453,0.0239,0.6119600807067038,0.8514704893136363
A3_L1_1,MGCD-265,448,0.0239,0.6135823169119765,0.8526631884270788
A1_L1_6,Saracatinib (AZD0530),450,0.0239,0.6130042953078991,0.8525407426893169
A0_L1_6,Axitinib (AG-013736),476,0.0239,0.6028107611754029,0.8451892173874939
A3_L1_10,Artemisinin,196,0.0239,0.7393038604657095,0.9085783425367816
A0_L1_13,Vandetanib (ZD6474),481,0.024,0.6000710492994579,0.8440936453522571
A3_L1_7,BI-2536,110,0.0241,0.802681944427212,0.9332456318750807
A1_L1_1,STO609,415,0.0241,0.6248387419074563,0.857648926240033
A1_L1_14,LY-333531,415,0.0242,0.6230416953330838,0.8568896430934162
A1_L1_4,GSK-1838705A,453,0.0242,0.6075087147722356,0.8485202344538253
A0_L1_8,Canertinib (CI-1033),455,0.0242,0.6063011820588751,0.8475912804430722
A1_L1_12,Roscovitine (CYC-202),462,0.0243,0.6027093341079591,0.8451892173874939
A1_L1_9,GDC-0879,456,0.0243,0.6053041408686874,0.8469613345488292
A3_L1_0,Etomoxir,44,0.0244,0.8749146500887031,0.9607788950753173
A2_L1_3,Gefitinib,466,0.0245,0.598296328993267,0.8432455648461595
A2_L1_12,Cediranib (AZD2171),454,0.0245,0.602022714855212,0.8446573505549477
A0_L1_6,MGCD-265,448,0.0245,0.604916676319148,0.8469041049854433
A3_L1_1,Staurosporine,89,0.0245,0.8196774425756802,0.9404346991239022
A3_L1_5,Metformin,43,0.0245,0.8759959769381506,0.9611261043997121
A0_L1_9,Vatalanib (PTK787),452,0.0245,0.6037361511720072,0.8459127993822473
A1_L1_6,Dasatinib,493,0.0245,0.5875012865915685,0.8397935021002835
A3_L1_13,YM-155,459,0.0245,0.6012928033617839,0.8442063815314901
A3_L1_13,Tozasertib (VX-680),458,0.0245,0.6009236058352503,0.8440936453522571
A0_L1_8,Indisulam,117,0.0246,0.7926529637450644,0.9302946493235207
A1_L1_12,SR9011,266,0.0246,0.6891734595332416,0.8856133393441074
A3_L1_9,MGCD-265,448,0.0247,0.602608598248964,0.8451892173874939
A1_L1_0,CI-1040 (PD184352),461,0.0247,0.5961332124468036,0.8430038400416188
A1_L1_12,PRT062607,447,0.0248,0.6010763619726153,0.8440936453522571
A1_L1_7,PHT-427,448,0.0248,0.6006094295308673,0.8440936453522571
A0_L1_9,GW-2580,440,0.0248,0.6034455258508666,0.8456967134438005
A1_basin_edge_0,PP242,458,0.0248,0.5959748924210782,0.8430038400416188
A2_L1_3,Imatinib,505,0.0248,0.5783758871041803,0.8335496280906365
A3_L1_10,GSK-1838705A,453,0.0248,0.5984351875800945,0.843249582499224
A1_L1_0,Canertinib (CI-1033),455,0.0249,0.5969383950047242,0.8432455648461595
A1_L1_0,SR9011,266,0.0249,0.6862483794641765,0.8855279898114968
A1_L1_13,MLN8054,452,0.0249,0.5968704372123548,0.8432455648461595
A0_L1_6,Lovastatin,134,0.0249,0.7754118219731556,0.9223503113560411
A2_L1_0,Lestaurtinib (CEP-701),84,0.0249,0.8222733610076879,0.9422128275310307
A1_L1_12,Lapatinib,464,0.025,0.5907899565223307,0.8403068892953545
A1_L1_13,XAV-939,270,0.025,0.6826011342312177,0.8855279898114968
A1_L1_2,KI20227,405,0.0251,0.614852288083551,0.8526631884270788
A1_L1_5,BMS-754807,41,0.0251,0.8762700407408233,0.9611379093565146
A3_L1_10,Cabozantinib,450,0.0251,0.5953302477560757,0.842704916914993
A1_L1_0,Tozasertib (VX-680),458,0.0251,0.5914537363480863,0.8406484958207089
A3_L1_1,PHA-665752,452,0.0251,0.5945184440351027,0.8422165091865281
A3_L1_10,Foretinib (XL880),453,0.0251,0.5940560087787062,0.8422165091865281
A3_L1_7,Olaparib,148,0.0251,0.7618512336103431,0.9180274848586629
A2_L1_0,Selinexor,241,0.0252,0.6974928719408522,0.8897283912919385
A1_L1_12,Sunitinib,488,0.0252,0.5780246108400009,0.8332370581743793
A1_L1_15,S31-201,403,0.0252,0.6146758044733768,0.8526631884270788
A2_L1_7,AZD1152-HQPA (AZD2811),455,0.0253,0.5900688186060208,0.8403068892953545
A2_L1_7,Lenalidomide,265,0.0253,0.6822240812148319,0.8855279898114968
A1_L1_4,AZD1480,456,0.0253,0.5898258255931679,0.8403068892953545
A2_L1_3,Lenalidomide,265,0.0254,0.680771194497914,0.8855279898114968
A0_L1_11,JNJ-28312141,316,0.0254,0.6528207120324017,0.8715834014519594
A2_L1_4,BMS-345541,462,0.0254,0.5853487184025636,0.8385892538067791
A3_L1_9,Crenolanib,446,0.0254,0.5928707828504982,0.8415301560201875
A3_L1_8,CHIR-99021,457,0.0254,0.5881177842372354,0.8397935021002835
A1_L1_3,Alisertib (MLN8237),459,0.0255,0.5863717423541781,0.8394146392509592
A3_L1_5,S31-201,403,0.0255,0.6094534889040473,0.8495080106126558
A2_L1_3,Roscovitine (CYC-202),462,0.0256,0.5827450476241831,0.8367344361440332
A1_L1_5,Vismodegib (GDC-0449),457,0.0256,0.585628493537384,0.8387379671822085
A0_L1_11,Linifanib (ABT-869),453,0.0256,0.5869197466939395,0.8397141119084818
A1_L1_15,p38 MAP Kinase Inhibitor,85,0.0256,0.8160934956068376,0.9386598242052397
A3_L1_7,Cytarabine,329,0.0257,0.6419735606695998,0.8670120835683498
A3_L1_4,Sorafenib,494,0.0257,0.5680394015646759,0.8265299905423588
A3_L1_5,SB-431542,459,0.0259,0.5803702021776265,0.8352588796428236
A1_L1_16,AZD1152-HQPA (AZD2811),455,0.026,0.5797083158586342,0.834887702281889
A1_L1_4,Ibrutinib (PCI-32765),438,0.026,0.5869139403656818,0.8397141119084818
A3_L1_0,Baiclein,45,0.0261,0.8646650408256623,0.9562889623210293
A3_L1_13,DBZ,366,0.0261,0.6193622386574028,0.8563553591971524
A1_L1_12,Tofacitinib (CP-690550),458,0.0261,0.5777643118957754,0.8330555194776296
A3_L1_1,KN92,85,0.0261,0.8129210527956601,0.9366341929747426
A1_L1_3,SB-431542,459,0.0262,0.5748567636387125,0.8312162855754762
A3_L1_0,Roscovitine (CYC-202),462,0.0262,0.5739692980864315,0.8308684679280587
A2_L1_3,Vemurafenib (PLX-4032),358,0.0262,0.6218551518781807,0.8567782092543823
A1_L1_9,CYT387,455,0.0262,0.5773461663491178,0.8329323968609895
A3_L1_3,GDC-0879,456,0.0262,0.5770351069470814,0.8329323968609895
A1_L1_8,Imatinib,505,0.0262,0.557395317188816,0.8226257954226752
A1_L1_7,S31-201,403,0.0263,0.5980760520032335,0.8432455648461595
