state_id,drug_key,conn_rank,proj_rank,escape_rank,beat_rank,drug,n_signals,composite_score,n_top_decile,high_confidence
A3_L1_1,su11652,0.9975961538461539,0.9254807692307693,,,SU-11652,2,0.9615384615384616,2,True
A2_L1_7,nifedipine,0.9663461538461539,0.9567307692307693,,,nifedipine,2,0.9615384615384616,2,True
A3_L1_13,ver155008,0.9807692307692307,0.9423076923076923,,,VER-155008,2,0.9615384615384615,2,True
A1_L1_5,cerulenin,0.9326923076923077,0.9879807692307693,,,cerulenin,2,0.9603365384615385,2,True
A1_L1_7,pt630,0.9302884615384616,0.9903846153846154,,,PT-630,2,0.9603365384615385,2,True
A2_L1_0,manumycina,0.9519230769230769,0.96875,,,manumycin-a,2,0.9603365384615384,2,True
A3_L1_1,phloretin,0.96875,0.9519230769230769,,,phloretin,2,0.9603365384615384,2,True
A3_L1_1,cd1530,0.9831730769230769,0.9375,,,CD-1530,2,0.9603365384615384,2,True
A3_L1_10,su11652,0.9927884615384616,0.9254807692307693,,,SU-11652,2,0.9591346153846154,2,True
A3_L1_10,manumycina,0.9879807692307693,0.9302884615384616,,,manumycin-a,2,0.9591346153846154,2,True
A1_L1_4,gsk2334470,0.9182692307692307,1.0,,,GSK-2334470,2,0.9591346153846154,2,True
A3_L1_3,su11652,0.9927884615384616,0.9254807692307693,,,SU-11652,2,0.9591346153846154,2,True
A3_L1_7,evodiamine,0.9350961538461539,0.9831730769230769,,,evodiamine,2,0.9591346153846154,2,True
A3_L1_9,brdk95606637,0.9543269230769231,0.9639423076923077,,,BRD-K95606637,2,0.9591346153846154,2,True
A3_L1_10,cd1530,0.9807692307692307,0.9375,,,CD-1530,2,0.9591346153846154,2,True
A3_L1_0,brdk84924563,0.9639423076923077,0.9543269230769231,,,BRD-K84924563,2,0.9591346153846154,2,True
A3_L1_7,pt630,0.9182692307692307,0.9975961538461539,,,PT-630,2,0.9579326923076923,2,True
A0_L1_2,nfkbactivationinhibitorii,0.9567307692307693,0.9591346153846154,,,NFKB-activation-inhibitor-II,2,0.9579326923076923,2,True
A0_L1_13,su11652,0.9759615384615384,0.9375,,,SU-11652,2,0.9567307692307692,2,True
A0_L1_2,emetine,0.9639423076923077,0.9495192307692307,,,emetine,2,0.9567307692307692,2,True
A1_L1_13,plerixafor,0.9927884615384616,0.9182692307692307,,,plerixafor,2,0.9555288461538461,2,True
A3_L1_4,myriocin,0.9399038461538461,0.9711538461538461,,,myriocin,2,0.9555288461538461,2,True
A1_L1_4,emetine,0.9735576923076923,0.9375,,,emetine,2,0.9555288461538461,2,True
A0_L1_13,narciclasine,0.9278846153846154,0.9831730769230769,,,narciclasine,2,0.9555288461538461,2,True
A1_L1_7,brda12083771,0.9831730769230769,0.9278846153846154,,,BRD-A12083771,2,0.9555288461538461,2,True
A3_L1_8,manumycina,0.9807692307692307,0.9302884615384616,,,manumycin-a,2,0.9555288461538461,2,True
A3_L1_10,pyrviniumpamoate,0.9591346153846154,0.9495192307692307,,,pyrvinium-pamoate,2,0.9543269230769231,2,True
A1_L1_14,brda36275421,0.9326923076923077,0.9759615384615384,,,BRD-A36275421,2,0.9543269230769231,2,True
A2_L1_0,cd1530,0.9831730769230769,0.9254807692307693,,,CD-1530,2,0.9543269230769231,2,True
A1_basin_edge_0,pt630,0.9182692307692307,0.9903846153846154,,,PT-630,2,0.9543269230769231,2,True
A3_L1_8,importazole,1.0,0.9086538461538461,,,importazole,2,0.9543269230769231,2,True
A3_L1_8,cd1530,0.9711538461538461,0.9375,,,CD-1530,2,0.9543269230769231,2,True
A1_L1_3,glyglypalo,0.9543269230769231,0.9543269230769231,,,Gly-Gly-PALO,2,0.9543269230769231,2,True
A1_L1_8,cd437,0.9615384615384616,0.9447115384615384,,,CD-437,2,0.953125,2,True
A1_L1_3,brdk56411643,0.9711538461538461,0.9350961538461539,,,BRD-K56411643,2,0.953125,2,True
A0_L1_11,nfkbactivationinhibitorii,0.9471153846153846,0.9591346153846154,,,NFKB-activation-inhibitor-II,2,0.953125,2,True
A0_L1_9,brdk86574132,0.9783653846153846,0.9278846153846154,,,BRD-K86574132,2,0.953125,2,True
A1_L1_0,gsk2334470,0.90625,1.0,,,GSK-2334470,2,0.953125,2,True
A3_L1_4,verapamil,0.9639423076923077,0.9399038461538461,,,verapamil,2,0.9519230769230769,2,True
A0_L1_6,forskolin,0.9615384615384616,0.9423076923076923,,,forskolin,2,0.9519230769230769,2,True
A3_L1_5,importazole,0.9951923076923077,0.9086538461538461,,,importazole,2,0.9519230769230769,2,True
A1_L1_7,plerixafor,0.9855769230769231,0.9182692307692307,,,plerixafor,2,0.9519230769230769,2,True
A1_L1_6,pt630,0.9134615384615384,0.9903846153846154,,,PT-630,2,0.9519230769230769,2,True
A3_L1_0,ver155008,0.9591346153846154,0.9423076923076923,,,VER-155008,2,0.9507211538461539,2,True
A1_L1_6,glyglypalo,0.9471153846153846,0.9543269230769231,,,Gly-Gly-PALO,2,0.9507211538461539,2,True
A1_L1_14,chembl1222381,0.9350961538461539,0.9663461538461539,,,CHEMBL-1222381,2,0.9507211538461539,2,True
A1_L1_12,plerixafor,0.9831730769230769,0.9182692307692307,,,plerixafor,2,0.9507211538461537,2,True
A1_L1_6,blebbistatin,0.9014423076923077,0.9975961538461539,,,blebbistatin,2,0.9495192307692308,2,True
A1_L1_14,cd437,0.9543269230769231,0.9447115384615384,,,CD-437,2,0.9495192307692308,2,True
A0_L1_9,paclitaxel,0.90625,0.9927884615384616,,,paclitaxel,2,0.9495192307692308,2,True
A3_L1_8,su11652,0.9735576923076923,0.9254807692307693,,,SU-11652,2,0.9495192307692308,2,True
A3_L1_3,brdk84924563,0.9447115384615384,0.9543269230769231,,,BRD-K84924563,2,0.9495192307692308,2,True
A3_L1_10,phloretin,0.9471153846153846,0.9519230769230769,,,phloretin,2,0.9495192307692307,2,True
A1_L1_8,zm336372,0.9831730769230769,0.9158653846153846,,,ZM-336372,2,0.9495192307692307,2,True
A2_L1_12,brda98248982,0.9206730769230769,0.9783653846153846,,,BRD-A98248982,2,0.9495192307692307,2,True
A1_L1_10,brdk56411643,0.9615384615384616,0.9350961538461539,,,BRD-K56411643,2,0.9483173076923077,2,True
A3_L1_1,importazole,0.9879807692307693,0.9086538461538461,,,importazole,2,0.9483173076923077,2,True
A3_L1_1,manumycina,0.9663461538461539,0.9302884615384616,,,manumycin-a,2,0.9483173076923077,2,True
A1_L1_13,emetine,0.9591346153846154,0.9375,,,emetine,2,0.9483173076923077,2,True
A3_L1_3,ver155008,0.9543269230769231,0.9423076923076923,,,VER-155008,2,0.9483173076923077,2,True
A3_L1_4,sulforaphane,0.9807692307692307,0.9158653846153846,,,sulforaphane,2,0.9483173076923077,2,True
A2_L1_3,pyrviniumpamoate,0.9350961538461539,0.9591346153846154,,,pyrvinium-pamoate,2,0.9471153846153846,2,True
A2_L1_3,importazole,0.9879807692307693,0.90625,,,importazole,2,0.9471153846153846,2,True
A1_L1_3,importazole,0.9326923076923077,0.9591346153846154,,,importazole,2,0.9459134615384616,2,True
A1_L1_9,phenoxazine,0.9182692307692307,0.9735576923076923,,,phenoxazine,2,0.9459134615384615,2,True
A3_L1_10,importazole,0.9831730769230769,0.9086538461538461,,,importazole,2,0.9459134615384615,2,True
A1_L1_16,chembl1222381,0.9230769230769231,0.9663461538461539,,,CHEMBL-1222381,2,0.9447115384615385,2,True
A3_L1_10,cot10b,0.9783653846153846,0.9110576923076923,,,COT-10b,2,0.9447115384615384,2,True
A0_L1_9,loperamide,0.9495192307692307,0.9399038461538461,,,loperamide,2,0.9447115384615384,2,True
A3_L1_8,cot10b,0.9759615384615384,0.9110576923076923,,,COT-10b,2,0.9435096153846154,2,True
A1_L1_2,cd437,0.9423076923076923,0.9447115384615384,,,CD-437,2,0.9435096153846154,2,True
A2_L1_9,nifedipine,0.9302884615384616,0.9567307692307693,,,nifedipine,2,0.9435096153846154,2,True
A1_L1_14,brdk56411643,0.9519230769230769,0.9350961538461539,,,BRD-K56411643,2,0.9435096153846154,2,True
A0_L1_9,methiazole,0.9326923076923077,0.9519230769230769,,,methiazole,2,0.9423076923076923,2,True
A1_basin_edge_0,brdk71726959,0.9447115384615384,0.9399038461538461,,,BRD-K71726959,2,0.9423076923076923,2,True
A2_L1_0,importazole,0.9783653846153846,0.90625,,,importazole,2,0.9423076923076923,2,True
A1_L1_15,chembl1222381,0.9158653846153846,0.9663461538461539,,,CHEMBL-1222381,2,0.9411057692307692,2,True
A3_L1_9,nifedipine,0.9663461538461539,0.9134615384615384,,,nifedipine,2,0.9399038461538461,2,True
A1_L1_4,mwstk33100,0.9278846153846154,0.9495192307692307,,,MW-STK33-100,2,0.9387019230769231,2,True
A1_L1_2,phenoxazine,0.9038461538461539,0.9735576923076923,,,phenoxazine,2,0.9387019230769231,2,True
A2_L1_0,rucaparib,0.9567307692307693,0.9206730769230769,,,rucaparib,2,0.9387019230769231,2,True
A1_L1_7,brdk30064966,0.9447115384615384,0.9326923076923077,,,BRD-K30064966,2,0.9387019230769231,2,True
A0_L1_2,brdk77432048,0.9302884615384616,0.9447115384615384,,,BRD-K77432048,2,0.9375,2,True
A1_L1_2,importazole,0.9158653846153846,0.9591346153846154,,,importazole,2,0.9375,2,True
A1_L1_13,pf04217903,0.9206730769230769,0.9519230769230769,,,PF-04217903,2,0.9362980769230769,2,True
A1_L1_16,baxchannelblocker,0.9086538461538461,0.9639423076923077,,,BAX-channel-blocker,2,0.9362980769230769,2,True
A0_L1_4,nu1025,0.9519230769230769,0.9206730769230769,,,NU-1025,2,0.9362980769230769,2,True
A1_basin_edge_0,plerixafor,0.9543269230769231,0.9182692307692307,,,plerixafor,2,0.9362980769230769,2,True
A0_L1_4,clonidine,0.9399038461538461,0.9326923076923077,,,clonidine,2,0.9362980769230769,2,True
A3_L1_0,cd1530,0.9326923076923077,0.9375,,,CD-1530,2,0.9350961538461539,2,True
A0_L1_6,nu1025,0.9495192307692307,0.9206730769230769,,,NU-1025,2,0.9350961538461537,2,True
A1_L1_1,stk064652,0.96875,0.9002403846153846,,,STK-064652,2,0.9344951923076923,2,True
A2_L1_0,cam90273,0.9350961538461539,0.9326923076923077,,,CAM-9-027-3,2,0.9338942307692308,2,True
A3_L1_4,brdk95606637,0.9038461538461539,0.9639423076923077,,,BRD-K95606637,2,0.9338942307692308,2,True
A0_L1_2,methiazole,0.9158653846153846,0.9519230769230769,,,methiazole,2,0.9338942307692307,2,True
A2_L1_9,loperamide,0.9206730769230769,0.9471153846153846,,,loperamide,2,0.9338942307692307,2,True
A3_L1_0,su11652,0.9399038461538461,0.9254807692307693,,,SU-11652,2,0.9326923076923077,2,True
A2_L1_7,nitrendipine,0.9302884615384616,0.9350961538461539,,,nitrendipine,2,0.9326923076923077,2,True
A1_L1_9,brdk30064966,0.9278846153846154,0.9326923076923077,,,BRD-K30064966,2,0.9302884615384616,2,True
A1_basin_edge_0,rhokinaseinhibitoriiirockout,0.9038461538461539,0.9567307692307693,,,RHO-kinase-inhibitor-III[rockout],2,0.9302884615384616,2,True
A3_L1_0,importazole,0.9519230769230769,0.9086538461538461,,,importazole,2,0.9302884615384615,2,True
A3_L1_5,pyrviniumpamoate,0.9086538461538461,0.9495192307692307,,,pyrvinium-pamoate,2,0.9290865384615384,2,True
A0_L1_4,forskolin,0.9158653846153846,0.9423076923076923,,,forskolin,2,0.9290865384615384,2,True
A0_L1_4,methiazole,0.9038461538461539,0.9519230769230769,,,methiazole,2,0.9278846153846154,2,True
A2_L1_7,brda81936046,0.9471153846153846,0.9086538461538461,,,BRD-A81936046,2,0.9278846153846154,2,True
A0_L1_8,nu1025,0.9350961538461539,0.9206730769230769,,,NU-1025,2,0.9278846153846154,2,True
A3_L1_8,phloretin,0.9038461538461539,0.9519230769230769,,,phloretin,2,0.9278846153846154,2,True
