group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
A2_L1_12,SOX4,9.492153,3.5370495,2.263104314717375e-21,3.394656472076063e-18,0.7079646017699115,0.2468458439355386
A2_L1_12,CPA3,7.9374714,5.752623,2.0634433338855404e-15,2.0634433338855405e-12,0.46017699115044247,0.040659457167090754
A2_L1_12,PLEK,7.3264365,2.593804,2.3635325855270705e-13,1.772649439145303e-10,0.6194690265486725,0.3316104749787956
A2_L1_12,CDK6,6.951772,2.3857298,3.607257183013582e-12,2.164354309808149e-09,0.7610619469026548,0.4190521628498728
A2_L1_12,FCER1A,6.8549623,4.4824038,7.133125148850359e-12,3.566562574425179e-09,0.415929203539823,0.04519189991518236
A2_L1_12,SLC40A1,6.749183,3.5394478,1.4867964387157123e-11,6.371984737353052e-09,0.45132743362831856,0.09724872773536895
A2_L1_12,LMO4,6.6231756,3.792706,3.515632428351968e-11,1.3183621606319881e-08,0.4336283185840708,0.09473070398642917
A2_L1_12,HMGB1,6.095444,1.4385434,1.0913404605304034e-09,3.6378015351013445e-07,0.911504424778761,0.7587203138252756
A2_L1_12,PDZD8,5.966491,2.7395225,2.424100921663654e-09,7.272302764990962e-07,0.46017699115044247,0.1597752332485157
A2_L1_12,TPSB2,5.848935,6.3907623,4.947298956096813e-09,1.3492633516627672e-06,0.3274336283185841,0.010946776929601358
A2_L1_12,MS4A2,5.3891387,6.2927756,7.07961417370584e-08,1.63375711700904e-05,0.3008849557522124,0.00909139100932994
A2_L1_12,RGS18,5.3085127,2.5340815,1.1052328772255391e-07,2.368356165483298e-05,0.4247787610619469,0.16870759117896522
A2_L1_12,TPSAB1,5.1642685,5.776662,2.4138089860597016e-07,4.827617972119403e-05,0.2920353982300885,0.01306721798134012
A2_L1_12,CALR,5.121629,1.5104656,3.0290708919658876e-07,5.67950792243604e-05,0.6991150442477876,0.48605810008481765
A2_L1_12,CNRIP1,4.8584533,4.749103,1.1830620681155732e-06,0.00019717701135259553,0.2831858407079646,0.021548982188295165
A2_L1_12,HPGDS,4.695744,4.717309,2.656378102398114e-06,0.00041942812143128116,0.2743362831858407,0.021124893977947413
A2_L1_12,PTTG1IP,4.4683385,1.6454923,7.882951180698499e-06,0.0011824426771047747,0.5132743362831859,0.27846692111959287
A2_L1_12,TUBB,4.288859,1.5347998,1.7959341605489588e-05,0.0024490011280213077,0.5486725663716814,0.3216974130619169
A2_L1_12,YWHAE,4.1408157,1.2416519,3.460731836751717e-05,0.0038452575963907974,0.672566371681416,0.4864821882951654
A2_L1_12,SAMSN1,4.126887,1.9017134,3.677069306872243e-05,0.003939717114505975,0.39823008849557523,0.19921543681085666
A2_L1_12,LINC01835,4.0869255,3.2593315,4.37127348461504e-05,0.004374198182860341,0.26548672566371684,0.04272688719253605
A2_L1_12,MS4A3,4.08677,3.440276,4.3741981828603405e-05,0.004374198182860341,0.26548672566371684,0.050519508057675994
A2_L1_12,STON2,4.0260754,2.4609647,5.671546664355846e-05,0.005488593546150819,0.3008849557522124,0.08211407972858355
A2_L1_12,RPLP0,3.9224396,0.8051964,8.765686441765146e-05,0.007968805856150134,0.9734513274336283,0.9206955046649703
A2_L1_12,ANGPT1,3.9134228,2.0735636,9.099702556525373e-05,0.008029149314581211,0.336283185840708,0.1272264631043257
A2_L1_12,MPIG6B,3.8010848,3.794434,0.0001440640484890793,0.012348347013349654,0.23008849557522124,0.02332485156912638
A2_L1_12,RUFY1,3.766768,1.961118,0.00016537460006163624,0.013408751356348884,0.336283185840708,0.14169847328244276
A2_L1_12,LIMS1,3.7548187,1.4998453,0.00017346698636078772,0.01369476208111482,0.4424778761061947,0.26296119592875317
A2_L1_12,IL5RA,3.7165692,5.172748,0.00020194636034765568,0.01553433541135813,0.21238938053097345,0.011582909245122985
A2_L1_12,FAM60A,3.6337354,1.5936458,0.0002793472890603036,0.02044004554099782,0.3805309734513274,0.1852735368956743
A2_L1_12,DNAJC9,3.5844984,1.5564342,0.00033772670356645103,0.024123335969032215,0.3805309734513274,0.19375530110262934
A2_L1_12,HEMGN,3.5463824,2.3895414,0.0003905588727115219,0.027248293444989902,0.26548672566371684,0.07114079728583546
A2_L1_12,LTBP1,3.5277278,4.8320594,0.00041914298650721544,0.028191970069951864,0.20353982300884957,0.012749151823579304
A2_L1_12,HPGD,3.517719,4.635423,0.0004352729074822616,0.028387363531451843,0.21238938053097345,0.025551314673452077
A2_L1_12,GADD45GIP1,3.4634194,1.3991978,0.0005333563614152403,0.032654471107055535,0.415929203539823,0.23475932994062765
A2_L1_12,CD69,3.4204264,1.6136545,0.0006252304917150344,0.03694592701198023,0.37168141592920356,0.19407336726039015
A2_L1_12,SF3B6,3.4189086,1.3181293,0.0006287286427301185,0.03694592701198023,0.4336283185840708,0.25503604749787956
A2_L1_12,LRRC75A-AS1,3.413902,1.087189,0.0006403960682076573,0.03694592701198023,0.7699115044247787,0.6169688295165394
A2_L1_12,IL1RL1,3.3586235,6.4904394,0.0007833172477466975,0.04351762487481653,0.18584070796460178,0.0033131891433418152
A2_L1_12,RAP1B,3.350551,1.1236125,0.0008065097248695652,0.043991439538339915,0.5221238938053098,0.3857612383375742
A2_L1_12,GP1BB,3.328869,4.2770205,0.0008719940074168533,0.04589442144299228,0.19469026548672566,0.013809372349448686
A2_L1_12,C2orf88,3.289162,3.5734463,0.001004861823822926,0.051975611577047894,0.20353982300884957,0.026293469041560644
A2_L1_12,LDB1,3.254306,1.1557142,0.0011366970370143513,0.05779815442445854,0.46017699115044247,0.2987436386768448
A2_L1_12,ABCC4,3.2418826,3.0687702,0.001187429230247148,0.0593714615123574,0.21238938053097345,0.03795589482612383
A2_L1_12,NPM1,3.19058,0.7691457,0.0014198755252311007,0.06870365444666617,0.8407079646017699,0.7630407124681934
A2_L1_12,IKZF2,3.1807265,2.5054111,0.0014690625670203171,0.06995536033430082,0.23008849557522124,0.05807357930449533
A2_L1_12,HSP90AA1,3.1594498,0.76728046,0.001580672659541305,0.07409403091599867,0.8230088495575221,0.725535411365564
A2_L1_12,PIK3CB,3.1506271,2.207194,0.0016292036283157298,0.07519401361457215,0.24778761061946902,0.08174300254452926
A2_L1_12,PDLIM5,3.133098,2.4092171,0.001729717709623416,0.07862353225560982,0.23008849557522124,0.060830152671755726
A2_L1_15,HMGB1,7.3876543,2.8176782,1.4944152152349914e-13,4.4832456457049745e-10,1.0,0.7589663563267034
A2_L1_15,HMGN2,6.907739,3.2970173,4.924382264976923e-12,7.3865733974653845e-09,0.9393939393939394,0.5399121878967414
A2_L1_15,CENPF,6.241042,4.5808067,4.3466455804212457e-10,4.3466455804212456e-07,0.7575757575757576,0.1656792213288193
A2_L1_15,RPLP0,5.6086617,1.6960652,2.0389727078934555e-08,1.5292295309200916e-05,1.0,0.920783961066441
A2_L1_15,BIRC5,5.472665,4.7697225,4.4331863143692875e-08,2.6599117886215723e-05,0.6060606060606061,0.07842255607278882
A2_L1_15,HSP90AA1,5.371685,2.2848935,7.80041950130941e-08,3.6453970226113106e-05,0.9696969696969697,0.7256136267456623
A2_L1_15,RPSA,5.356054,1.778557,8.505926386093058e-08,3.6453970226113106e-05,1.0,0.8647905205247567
A2_L1_15,HLA-DRA,4.916505,2.8702343,8.810309989776805e-07,0.00030070100545545337,0.9090909090909091,0.4848973762166737
A2_L1_15,FABP5,4.9118733,3.2133842,9.021030163663601e-07,0.00030070100545545337,0.696969696969697,0.225825222175201
A2_L1_15,YBX1,4.8589525,1.6475136,1.1800846276524576e-06,0.00035402538829573725,0.9696969696969697,0.8282374100719424
A2_L1_15,YWHAE,4.8241024,2.4047275,1.4063523440851748e-06,0.00038355063929595675,0.8181818181818182,0.48674883622513754
A2_L1_15,STMN1,4.62023,2.862259,3.83314174721841e-06,0.000892901177291546,0.7575757575757576,0.29583685992382563
A2_L1_15,CALR,4.618285,2.478468,3.8692384349300325e-06,0.000892901177291546,0.8181818181818182,0.48640499365213713
A2_L1_15,SNRPC,4.5157833,3.0022418,6.30830913795839e-06,0.001351780529562512,0.6363636363636364,0.21204506982649174
A2_L1_15,HSPD1,4.470738,2.4490466,7.795009656652582e-06,0.0014615643106223593,0.8181818181818182,0.4678639441388066
A2_L1_15,TOP2A,4.3438444,3.358692,1.4001077261142903e-05,0.0024707783402016887,0.5757575757575758,0.1347333897587812
A2_L1_15,FAM30A,4.2720876,3.3557441,1.936516672927227e-05,0.003227527788212045,0.5757575757575758,0.15277190012695727
A2_L1_15,SMC4,4.227688,2.7222633,2.3610521358392347e-05,0.0037279770565882653,0.6363636363636364,0.28880131189166314
A2_L1_15,PTTG1IP,4.181303,2.5668194,2.8984311623324102e-05,0.004347646743498615,0.696969696969697,0.2788034278459585
A2_L1_15,LRRC75A-AS1,4.060595,2.3173661,4.894782014298074e-05,0.006992545734711534,0.9696969696969697,0.6171180702496826
A2_L1_15,TUBA1B,3.9736927,2.4847271,7.07668417067535e-05,0.00965002386910275,0.6363636363636364,0.31570038087177316
A2_L1_15,MKI67,3.9083366,3.0296798,9.293372471915148e-05,0.012121790180758889,0.5454545454545454,0.14639758781210327
A2_L1_15,NCL,3.8372493,1.9335978,0.00012442010650067506,0.015552513312584382,0.9090909090909091,0.6453396106644097
A2_L1_15,GUCY1A3,3.7427983,3.0312643,0.00018198222754238434,0.02183786730508612,0.5151515151515151,0.13798666948793906
A2_L1_15,SRSF3,3.7306025,1.8788675,0.00019102245625984797,0.022041052645367074,0.7878787878787878,0.5261584849767245
A2_L1_15,PAICS,3.6697104,2.5237632,0.00024282551109344657,0.02698061234371629,0.5757575757575758,0.21077549724925942
A2_L1_15,GAPDH,3.5881648,1.7606549,0.00033301388918623203,0.03568005955566771,0.8787878787878788,0.6512907321201862
A2_L1_15,BCAT1,3.5669692,2.9817557,0.00036113384861272195,0.03735867399441951,0.48484848484848486,0.1293377063055438
A2_L1_15,NPM1,3.41444,1.5651102,0.000639132784553158,0.06391327845531579,0.9393939393939394,0.7631189166314007
A2_L1_15,HSPA5,3.3125758,1.8955542,0.0009244109018346464,0.08945911953238514,0.7575757575757576,0.4915097333897588
A2_L1_15,HMGB2,3.2372158,1.735983,0.001207020825989548,0.11315820243652014,0.7575757575757576,0.546868387642827
A2_L1_15,HNRNPC,3.2194002,1.5220279,0.0012845908425363206,0.11678098568512006,0.7878787878787878,0.5823106220905628
A2_L1_15,SOX4,3.1801898,2.1448944,0.0014717865312705938,0.12702150791645334,0.5757575757575758,0.24793694456199747
A2_L1_15,NDUFB6,3.1774397,2.065646,0.0014858160273312374,0.12702150791645334,0.5757575757575758,0.2439695302581464
A2_L1_15,ARL6IP1,3.1689982,1.9917843,0.0015296537328763934,0.12702150791645334,0.6060606060606061,0.31731379602200593
A2_L1_15,SELENOF,3.1620553,2.0155864,0.001566598597636258,0.12702150791645334,0.5757575757575758,0.3016557342361405
A2_L1_15,PAPOLA,3.1229804,1.7905592,0.001790297357048627,0.13921454317736282,0.6666666666666666,0.3950222175201016
A2_L1_15,HSP90B1,3.1197917,1.578803,0.0018097890613057164,0.13921454317736282,0.7878787878787878,0.578819297503174
A2_L1_15,NUCB2,3.0980384,1.8490918,0.001948062204401244,0.14610466533009328,0.6666666666666666,0.4122672450275074
A2_L1_15,NDUFB10,3.0697086,2.1553185,0.0021426769325996672,0.15331405319687597,0.5151515151515151,0.2156950909860347
A2_L1_15,PTTG1,3.0691905,2.9749835,0.0021463967447562637,0.15331405319687597,0.3939393939393939,0.09252010156580617
A2_L1_15,MAP7,2.9966445,2.8780098,0.0027296889280179404,0.18737937016305856,0.3939393939393939,0.0964081675835802
A2_L1_15,CDK6,2.9945798,1.9383842,0.0027482307623915253,0.18737937016305856,0.696969696969697,0.4198317816335167
A2_L1_15,TUBB,2.9741895,1.8613955,0.002937635853387788,0.19584239022585254,0.5757575757575758,0.3221540414727042
A2_L1_15,SPINK2,2.9566848,2.2703032,0.0031096591319524336,0.20280385643168047,0.5151515151515151,0.19628121032585696
A2_L1_15,PRR11,2.9111133,2.6732044,0.0036014345472024996,0.22987880088526594,0.3939393939393939,0.11061151079136691
A2_L1_15,PSMB2,2.843071,2.3438303,0.004468112672367828,0.2667812509404655,0.42424242424242425,0.1503650021159543
A2_L1_15,SENP6,2.8383121,1.8103153,0.004535281265987914,0.2667812509404655,0.5757575757575758,0.3069720694033009
A2_L1_15,PRPF40A,2.8288264,1.6696318,0.004671904058093935,0.2695329264284963,0.6363636363636364,0.394043588658485
A2_L1_15,MRPS21,2.8144622,2.002768,0.004885892111132563,0.27655993081882435,0.48484848484848486,0.23077126534066864
A2_L1_3,MALAT1,15.6710615,1.3342535,2.3856025399453943e-55,7.156807619836183e-52,1.0,0.9892286773135681
A2_L1_3,NEAT1,13.489417,2.389237,1.805215663477792e-41,2.707823495216688e-38,0.7874251497005988,0.4884154957741222
A2_L1_3,CDK6,11.462221,2.3016844,2.0420872387722855e-30,2.0420872387722855e-27,0.7365269461077845,0.41725544565014533
A2_L1_3,FLT3,9.154809,2.1117647,5.445416314299983e-20,4.084062235724987e-17,0.5089820359281437,0.2429946410003466
A2_L1_3,GUCY1A3,9.049126,2.5844843,1.441181591462685e-19,8.647089548776109e-17,0.41317365269461076,0.13586797131202175
A2_L1_3,SOX4,8.267748,1.8971535,1.3651356414551508e-16,5.850581320522075e-14,0.4940119760479042,0.24603407363958726
A2_L1_3,FAM30A,7.919443,2.2416382,2.385768193779539e-15,8.946630726673273e-13,0.39221556886227543,0.15101181112858933
A2_L1_3,ANGPT1,7.2412357,2.2676363,4.4461481379246447e-13,1.2125858557976304e-10,0.3473053892215569,0.12589649932012692
A2_L1_3,SPINK2,6.821641,1.8352453,9.000623951514533e-12,2.077067065734123e-09,0.4101796407185629,0.19465699736049272
A2_L1_3,ANKRD28,6.5976133,1.4058934,4.178299210663102e-11,8.356598421326203e-09,0.49700598802395207,0.31463460154104567
A2_L1_3,TAF1D,5.5452433,1.2041155,2.935457566829946e-08,3.828857695865147e-06,0.46407185628742514,0.29791772202522193
A2_L1_3,LOC100190986,5.1296787,1.7743367,2.9023705586366057e-07,3.3073487212679204e-05,0.2754491017964072,0.12037752952782148
A2_L1_3,LRRC75A-AS1,5.0637293,0.8813177,4.1113314910385015e-07,4.40499802611268e-05,0.7365269461077845,0.6163649452102274
A2_L1_3,MPO,4.9921,1.7554682,5.97263895284099e-07,5.97263895284099e-05,0.3023952095808383,0.15933025835177433
A2_L1_3,RNA5-8S,4.929101,0.8383375,8.260877181546335e-07,7.994397272464195e-05,0.5868263473053892,0.5066254299197483
A2_L1_3,MDM4,4.825639,1.1051761,1.3955509407547355e-06,0.00013083290069575645,0.4161676646706587,0.28373370304209883
A2_L1_3,HLA-DRA,4.4861217,0.88330007,7.253138210621585e-06,0.0006399827832901399,0.6197604790419161,0.48406964033380434
A2_L1_3,RNA18S,4.197965,0.22039054,2.693238105900182e-05,0.002071721619923217,1.0,0.9999200149305463
A2_L1_3,BCAT1,4.141299,1.439113,3.453450016518071e-05,0.002590087512388553,0.25449101796407186,0.12853600661209907
A2_L1_3,PCM1,4.1262274,0.80912787,3.6876237726793516e-05,0.0026982612970824524,0.5029940119760479,0.39515290479110565
A2_L1_3,SNORA109,3.7281642,0.6203929,0.00019287970782248554,0.010917719310706729,0.6616766467065869,0.5772255845575492
A2_L1_3,HLA-DPA1,3.6568615,0.88611495,0.00025532215266047844,0.013743194918404816,0.38323353293413176,0.2769083104487162
A2_L1_3,CPXM1,3.5847063,1.7730154,0.00033745786007094496,0.017760940003733947,0.18263473053892215,0.072466472925054
A2_L1_3,KCNQ1OT1,3.5539806,1.5238863,0.0003794473731549302,0.01962658826663432,0.20658682634730538,0.0974484762844269
A2_L1_3,LINC01835,3.5336645,2.0870047,0.0004098411547077203,0.020839380747850186,0.15568862275449102,0.04239208681046205
A2_L1_3,AOX3P-AOX2P,3.4577708,2.8800101,0.0005446645787078637,0.02654559230456105,0.1317365269461078,0.02234249606740075
A2_L1_3,BMI1,3.4558263,1.1601727,0.0005486089076275951,0.02654559230456105,0.25449101796407186,0.15151838323512945
A2_L1_3,CRIPT,3.4009933,1.3689208,0.0006714146092161708,0.030063340711171827,0.20958083832335328,0.10478044098434959
A2_L1_3,GATA2,3.3876908,1.8800366,0.0007048367947429739,0.031095740944542965,0.16167664670658682,0.055163036233236463
A2_L1_3,CCAR1,3.3194573,0.9069781,0.0009019261803231581,0.03865397915670678,0.31137724550898205,0.21686618497880394
A2_L1_3,ITM2C,3.2673311,1.1665882,0.0010856659739692462,0.04587321016771463,0.23053892215568864,0.12917588716772868
A2_L1_3,YWHAE,3.0749245,0.53151023,0.002105559490590889,0.08311419041806141,0.5598802395209581,0.4863892073479617
A2_L1_3,FAM46A,3.016411,1.0331701,0.0025578616907367376,0.09713398825582548,0.24251497005988024,0.15215826379075906
A2_L1_3,GAPDH,2.825979,0.49530435,0.004713634126179178,0.15468102444528575,0.7245508982035929,0.650838510144773
A2_L1_3,CREBZF,2.8217251,1.2080685,0.00477660902095945,0.15468102444528575,0.19161676646706588,0.10619351054469832
A2_L1_3,SRSF6,2.8204849,0.5767014,0.004795111757803858,0.15468102444528575,0.4161676646706587,0.3565734396246034
A2_L1_3,STON2,2.7780843,1.3798091,0.005468043126122213,0.1745120146634749,0.16766467065868262,0.08201135787986243
A2_L1_3,EGR1,2.7504728,1.0453273,0.005950931348841679,0.1878341076777097,0.2125748502994012,0.12738955394992935
A2_L1_3,PLXND1,2.7236867,1.7535557,0.006455772879237105,0.19966307873929193,0.1407185628742515,0.05774922014557283
A2_L1_3,PRPF40A,2.709652,0.54818755,0.0067353832408622045,0.20618520125088383,0.47305389221556887,0.39355320340203165
A2_L1_3,IGLL1,2.678101,1.1515607,0.007404085041160241,0.22436621336849216,0.17664670658682635,0.09078305382995175
A2_L1_3,THSD7A,2.6604593,2.99932,0.007803418960844459,0.23410256882533378,0.09880239520958084,0.014397312501666355
A2_L1_3,CPT1A,2.635718,0.77508867,0.008395945324587565,0.2469395683702225,0.2904191616766467,0.22441144319726986
A2_L1_3,KPNB1,2.6143126,0.57658553,0.008940716154686017,0.2604092083889131,0.4041916167664671,0.33052496867251446
A2_L1_3,IKZF2,2.599888,1.4741837,0.00932541411427909,0.26644040326511687,0.1407185628742515,0.05785586690484443
A2_L1_3,N4BP2,2.5786338,0.981445,0.00991918916448894,0.28073176880629075,0.20658682634730538,0.12837603647319168
A2_L1_3,TTC14,2.557724,0.86228853,0.01053596900340931,0.2954010000955881,0.24550898203592814,0.17135468045964752
A2_L1_3,BTAF1,2.5272071,0.8450394,0.011497370424965871,0.31644138784309733,0.23652694610778444,0.16250299944010452
A2_L1_3,BAALC,2.4803412,1.5014523,0.013125674361525019,0.35158056325513437,0.1317365269461078,0.0526301757005359
A2_L1_3,XIRP2,2.4532278,2.576176,0.014158063771378073,0.3758777992401258,0.09880239520958084,0.02151598368304583
A2_L1_4,STMN1,16.575558,3.5229967,1.0468555654635387e-61,3.1405666963906162e-58,0.7965517241379311,0.2923757023780991
A2_L1_4,TUBB,16.160965,3.3290603,9.50606892198494e-59,1.425910338297741e-55,0.7793103448275862,0.318846368938244
A2_L1_4,TUBA1B,14.8446455,3.1053567,7.535260234847236e-50,7.535260234847235e-47,0.7379310344827587,0.3127213656094378
A2_L1_4,DUT,14.769524,2.989486,2.3033550786001506e-49,1.727516308950113e-46,0.7551724137931034,0.34883225480013846
A2_L1_4,HMGB1,14.402169,1.9411271,5.014430864374857e-47,3.008658518624914e-44,0.9344827586206896,0.7578226944688556
A2_L1_4,PCLAF,13.716322,3.3632746,8.10746627257363e-43,4.053733136286815e-40,0.6241379310344828,0.1809805331415941
A2_L1_4,H2AFZ,13.440589,2.729826,3.4964232966940106e-41,1.4984671271545759e-38,0.7482758620689656,0.35596921520066044
A2_L1_4,HIST1H4C,13.321933,2.6523273,1.7258028317980415e-40,6.471760619242656e-38,0.8137931034482758,0.5188943037469043
A2_L1_4,HMGN2,13.253665,2.3084207,4.296960960046649e-40,1.4323203200155498e-37,0.8448275862068966,0.5379084445154589
A2_L1_4,DHFR,12.351168,3.076043,4.8009266200960466e-35,1.440277986028814e-32,0.5689655172413793,0.16446965460307317
A2_L1_4,GAPDH,11.502467,1.917613,1.2819848198256178e-30,3.496322235888049e-28,0.8827586206896552,0.6497030704907992
A2_L1_4,TMPO,11.023277,2.273462,2.9511331700731448e-28,7.377832925182862e-26,0.6689655172413793,0.34568986178796834
A2_L1_4,RPLP0,10.984181,1.2951692,4.553460591249489e-28,1.0507985979806515e-25,1.0,0.9202418044792415
A2_L1_4,PCNA,10.854304,2.9248,1.902500317895103e-27,4.076786395489506e-25,0.503448275862069,0.154776171074006
A2_L1_4,HMGB2,10.650878,2.0499964,1.7272757697622953e-26,3.45455153952459e-24,0.8172413793103448,0.5449655135682139
A2_L1_4,HSPD1,10.626913,2.0255163,2.2338339404589942e-26,4.1884386383606145e-24,0.7448275862068966,0.4660328619743815
A2_L1_4,CDK6,10.597425,2.2604308,3.0629596662721233e-26,5.405222940480217e-24,0.7448275862068966,0.41756544432904585
A2_L1_4,FABP5,10.47231,2.4928665,1.1578221701841584e-25,1.9297036169735972e-23,0.5551724137931034,0.22369577374770314
A2_L1_4,PAICS,10.223054,2.4020095,1.5633667314298036e-24,2.468473786468111e-22,0.5517241379310345,0.20846315677345476
A2_L1_4,CENPU,10.178896,2.714587,2.4633999734066993e-24,3.6950999601100486e-22,0.4896551724137931,0.15261910468429601
A2_L1_4,HSP90AA1,10.154713,1.5605621,3.1573878041637258e-24,4.51055400594818e-22,0.9172413793103448,0.7243482197544673
A2_L1_4,MCM4,9.898965,2.785313,4.206074381794956e-23,5.73555597517494e-21,0.46206896551724136,0.13996964128784853
A2_L1_4,CKS1B,9.783209,2.7476387,1.329277075886359e-22,1.7338396641995986e-20,0.45517241379310347,0.1270805038480999
A2_L1_4,NCL,9.760207,1.6302261,1.6681366965314142e-22,2.085170870664268e-20,0.8655172413793103,0.6438710021038055
A2_L1_4,CALR,9.59026,1.7758881,8.786336768570637e-22,1.0543604122284765e-19,0.7344827586206897,0.4847806982503795
A2_L1_4,YBX1,9.547295,1.2642758,1.3312701057690691e-21,1.536080891272003e-19,0.9517241379310345,0.8274080583739448
A2_L1_4,HIST1H1B,9.453516,2.623141,3.2763717905928883e-21,3.5103983470638086e-19,0.49310344827586206,0.19131314745279754
A2_L1_4,NUCB2,9.413044,1.9000436,4.8197384153601925e-21,4.9859362917519225e-19,0.6931034482758621,0.4103219621315012
A2_L1_4,TOP2A,9.113391,2.725861,7.984614365641401e-20,7.9846143656414e-18,0.4379310344827586,0.1327794199888152
A2_L1_4,IGLL1,8.91773,3.0510924,4.759402188023464e-19,4.605873085183997e-17,0.3896551724137931,0.08923863545578013
A2_L1_4,LRRC75A-AS1,8.856273,1.6048045,8.273447069947082e-19,7.75635662807539e-17,0.8310344827586207,0.6157758781390642
A2_L1_4,DNAJC9,8.8330555,2.2161674,1.0185485415117933e-18,9.259532195561759e-17,0.4896551724137931,0.19203216958270086
A2_L1_4,SPINK2,8.743015,2.3706343,2.2696940278535243e-18,2.0026712010472271e-16,0.4896551724137931,0.19429575776943356
A2_L1_4,NPM1,8.697474,1.3803457,3.3935427606779307e-18,2.9087509377239404e-16,0.9241379310344827,0.7620303054512529
A2_L1_4,HIST1H1D,8.377394,1.8062433,5.41125288878346e-17,4.50937740731955e-15,0.6620689655172414,0.4004154350083886
A2_L1_4,SMC4,8.050566,1.8120562,8.241205577195529e-16,6.682058576104483e-14,0.5517241379310345,0.28707624297621903
A2_L1_4,PRIM1,7.993487,2.1987166,1.3117484852139094e-15,1.0355909093794022e-13,0.42758620689655175,0.15842454262203404
A2_L1_4,HIST1H2AM,7.8606606,2.1501682,3.821136406479348e-15,2.9393356972918063e-13,0.4241379310344828,0.1606082394609997
A2_L1_4,ATAD2,7.7121763,2.125377,1.2368988497119043e-14,9.276741372839281e-13,0.41379310344827586,0.15472291017549467
A2_L1_4,CLSPN,7.6649375,2.628936,1.7891822647415993e-14,1.309157754688975e-12,0.35172413793103446,0.09621581316076802
A2_L1_4,NUSAP1,7.5190573,2.3204498,5.5172544111907823e-14,3.940896007993416e-12,0.38275862068965516,0.13501637772629224
A2_L1_4,SRSF3,7.3930597,1.3320552,1.434878126086463e-13,1.0010777623859043e-11,0.7275862068965517,0.5248328939309206
A2_L1_4,CENPF,7.379213,2.1432946,1.5922785939664212e-13,1.0856444958861964e-11,0.4103448275862069,0.16430987190753907
A2_L1_4,HELLS,7.3028884,2.507321,2.816552533470595e-13,1.8777016889803967e-11,0.3413793103448276,0.09541689968309765
A2_L1_4,BRCA1,7.213391,2.54401,5.457540906254344e-13,3.559265808426746e-11,0.33448275862068966,0.0927005938590184
A2_L1_4,YWHAE,7.107551,1.3541754,1.1811989920966108e-12,7.539568034659219e-11,0.7,0.4853931985832601
A2_L1_4,MCM6,6.934541,2.2495086,4.07541181468825e-12,2.5471323841801563e-10,0.3413793103448276,0.10527016590769886
A2_L1_4,SMC2,6.891571,2.0580254,5.517963110996633e-12,3.3783447618346735e-10,0.3689655172413793,0.13791909669516125
A2_L1_4,SOX4,6.88822,1.6250737,5.649489439050025e-12,3.3896936634300153e-10,0.49310344827586206,0.24633165561503023
A2_L1_4,MKI67,6.4471097,1.9692353,1.1400335134001082e-10,6.577116423462163e-09,0.36551724137931035,0.1450560570956832
A2_L1_7,HBD,8.826238,5.5658865,1.0825613371492902e-18,3.2476840114478706e-15,0.696969696969697,0.07309066843150232
A2_L1_7,HMGB1,8.583063,2.4419894,9.238000319256781e-18,9.707320539560421e-15,0.9848484848484849,0.7587822634017207
A2_L1_7,NCL,8.56742,2.6039307,1.0582917717748116e-17,9.707320539560421e-15,0.9242424242424242,0.6450827266710788
A2_L1_7,YBX1,8.544199,2.081899,1.2943094052747228e-17,9.707320539560421e-15,1.0,0.828060886829914
A2_L1_7,REXO2,8.422499,4.220391,3.685383086765088e-17,2.2112298520590528e-14,0.7272727272727273,0.1314626075446724
A2_L1_7,NPM1,8.369549,2.3989842,5.783922442040255e-17,2.8919612210201276e-14,1.0,0.7628590337524818
A2_L1_7,TFRC,8.336054,4.0074544,7.681121164624041e-17,3.29190907055316e-14,0.7424242424242424,0.16203838517538055
A2_L1_7,PDZD8,8.241245,4.1546063,1.704270813516842e-16,6.391015550688157e-14,0.7121212121212122,0.15970880211780278
A2_L1_7,CENPU,8.174564,4.07976,2.9693577621515603e-16,9.897859207171868e-14,0.7121212121212122,0.154228987425546
A2_L1_7,APOC1,7.776403,6.0082135,7.461568463909404e-15,2.238470539172821e-12,0.5757575757575758,0.024804765056254136
A2_L1_7,HSPD1,7.7398963,2.9418805,9.94978161760807e-15,2.5642696338289273e-12,0.8787878787878788,0.46745201853077434
A2_L1_7,CDK6,7.736028,3.3101683,1.025707853531571e-14,2.5642696338289273e-12,0.8636363636363636,0.41929847782925217
A2_L1_7,DNAJC9,7.454779,3.3789036,9.001851602170946e-14,2.077350369731757e-11,0.7272727272727273,0.19338186631369952
A2_L1_7,CDC42BPA,7.3742266,5.2535696,1.6530194934151377e-13,3.542184628746723e-11,0.5606060606060606,0.040317670416942425
A2_L1_7,TMEM14C,7.299437,3.468468,2.8897452381077956e-13,5.779490476215591e-11,0.6818181818181818,0.20251489080079418
A2_L1_7,STMN1,7.0457287,3.0891573,1.844935369513984e-12,3.45925381783872e-10,0.803030303030303,0.2953540701522171
A2_L1_7,DUT,7.024701,2.9290066,2.145252878978425e-12,3.7857403746678085e-10,0.8333333333333334,0.3511052283256122
A2_L1_7,HMGN5,6.933429,4.310068,4.107612091403095e-12,6.846020152338491e-10,0.5606060606060606,0.07510258107213766
A2_L1_7,PRKAR2B,6.9165683,4.2855663,4.627159749588548e-12,7.306041709876654e-10,0.5606060606060606,0.07928524156187955
