score_norm
22.682484
26.752161
24.533247
29.035383
29.393122
27.248522
27.944746
23.44622
27.209143
26.667372
24.221502
29.26649
25.456074
30.068802
27.993292
24.949244
22.17641
25.62126
28.912218
21.242353
21.262953
24.31228
22.462833
25.645937
21.315004
25.891108
23.674423
24.882898
30.455976
24.63849
23.036541
29.499708
27.011038
29.30452
22.894842
25.692532
14.745961
24.827827
26.504564
24.180288
24.905645
29.463894
18.388517
26.05703
23.634958
16.329758
33.440376
21.21988
28.119038
27.439917
27.464767
25.139948
32.0738
17.750204
25.536125
23.522844
30.531672
31.209349
24.40667
23.474478
28.316072
23.228144
23.68851
21.145887
28.353344
27.6468
28.20945
26.348595
18.733768
24.318335
25.183645
26.736282
18.900383
29.443823
23.811085
30.364342
27.90517
26.417046
28.200453
22.179808
24.970867
24.894127
26.526613
31.147701
23.967936
26.611792
24.615263
26.96722
28.164135
23.9301
24.173195
28.373102
22.562397
31.067173
31.128536
23.653042
26.216434
31.236423
20.100779
20.547852
25.26563
26.71726
25.960577
22.649265
23.492315
29.348482
30.489262
29.772604
23.43458
28.120346
23.386269
29.163122
23.912579
20.55642
27.488823
22.138304
26.363335
27.920046
20.512346
19.271778
31.96432
19.224106
24.744762
25.239023
25.819855
28.017895
29.797009
28.536884
25.849398
28.456696
27.542267
26.370546
22.81658
28.704466
24.447182
22.876764
21.127844
29.231173
24.48432
28.908714
27.640673
28.299335
25.400078
25.975256
26.699717
24.436071
23.595236
25.390062
25.588104
23.744234
31.07653
25.31669
29.50653
25.17059
16.63685
24.475965
27.336523
27.59667
34.85192
26.614874
23.893547
25.161957
23.111462
27.132248
13.632032
26.700628
33.316772
23.657682
28.167475
27.947943
30.056452
24.628155
25.60364
23.153856
24.878334
27.803942
31.769466
24.034239
19.774418
26.138382
19.75143
24.047373
29.211454
29.652765
23.63872
27.437643
28.522757
30.97428
15.318159
24.345585
25.548622
21.258085
26.866589
22.323357
27.818455
24.714901
30.62227
27.893366
24.973738
26.555996
29.06432
28.702974
23.975533
21.993586
24.193628
25.68176
20.963655
28.208046
24.097528
29.476444
28.159653
28.937056
28.920538
34.88725
23.27638
26.021418
25.52232
24.622923
23.76861
23.993092
30.856321
33.85291
29.181757
22.551043
27.973555
23.104712
27.6259
31.834175
24.894083
28.411283
18.904299
23.685776
30.45999
27.578321
28.187317
23.009499
23.145735
23.640766
25.229513
26.601131
19.53333
26.408794
24.060165
25.380344
33.88359
21.168463
19.824207
20.636217
30.330284
25.547852
27.086008
21.987585
27.407803
27.391113
24.874247
23.799145
26.678238
24.639132
29.60644
17.366734
23.966251
27.15596
21.946875
31.22952
26.780844
19.720272
28.064217
27.07246
28.71021
19.641573
25.303078
19.094742
31.701061
24.974394
31.36211
26.96758
15.883602
26.208181
27.897984
26.524225
21.343855
28.1723
20.185051
25.106497
30.118406
23.849907
19.151052
20.70582
28.796572
28.195759
28.745209
21.188498
26.46152
25.261114
27.709894
22.7122
20.611048
29.457977
25.940775
21.001696
23.686974
27.964956
26.406368
22.783617
18.30852
25.026138
26.925514
21.193981
19.369152
22.527596
32.019794
26.537413
29.932896
25.28754
28.22
23.892769
22.579361
28.378841
30.513054
24.163736
28.748821
21.27479
34.149982
25.914766
30.572155
31.630138
24.310635
25.74946
31.031986
30.780756
26.510212
30.324646
27.391981
25.729052
22.660978
22.567228
31.272556
31.08465
24.494808
28.467903
25.408033
28.662748
31.221527
22.405706
22.912613
28.166357
30.3034
25.262814
29.742254
26.828388
27.147799
28.34794
24.546255
25.675312
24.510927
24.090109
31.60786
23.855505
23.01412
27.963951
24.642246
27.623812
23.60734
30.509644
23.821154
22.23646
33.33256
26.230444
30.97877
24.992918
22.942629
27.066961
26.36962
25.28685
24.954634
29.496382
29.958826
30.557514
28.982613
32.75186
22.867363
29.346897
30.469883
27.661211
17.722435
26.393406
30.935461
22.995533
19.383802
17.04949
22.388895
26.872496
32.26759
25.159897
26.09325
26.155632
29.377134
24.79165
24.988842
25.166178
23.786604
28.673502
25.837421
22.962284
18.454096
28.415726
25.405752
23.870783
26.185747
28.363575
25.861061
33.437862
25.264395
27.905996
